Author,Comment,Timestamp
@unknowprs8788,like this guy,2021-04-07T20:24:55Z
@sickosage9736,In thumbnail he looks like prince harry,2021-04-07T19:20:33Z
@Raja-tj5lf,Watch Brahmakumaris... She teaches all these and much more than this,2021-04-07T18:26:40Z
@Raja-tj5lf,Watch Brahmakumaris... She teaches all these and much more than this,2021-04-07T18:26:13Z
@canoslo6126,"Was this presented at a monastery for Trappist monks, or what? He’s engaging, but they almost seem not to be there!",2021-04-07T18:13:09Z
@prajithrajmk8173,He was speaking throughout with beautiful smile ... 😍,2021-04-07T18:07:23Z
@fidel1295,16:10-17:36 Conclusion  was brilliant 👍,2021-04-07T18:02:54Z
@yungchelsea,that closing hit different,2021-04-07T16:47:15Z
@DodgeThatAttack,"My problem comes from people always saying things to me and meaning it personally, so i adapted a response to always be in defense mode. And another problem just comes from people being deceptive to me. I am always open and honest to people so it hurts when people think they have to lie to me for whatever reason, or that people will lie about me, when i know im right and nobody else accepts it or wants to listen.",2021-04-07T16:37:04Z
@manshu9706,"6:00, his concept fumbled because a person can feel good if he finds himself right but the problem occurs when you start trying to prove yourself right at every here and there.... So i think that a person should know or understand where he  
Needs to prove himself right.... Random things can wait or sometimes you can just put yourself at the person's place who has just offended you... ... It's a random thought I often hear in my country",2021-04-07T16:14:09Z
@fireballxl-5748,"I hate soccer .... what the rest of the world calls ""football"" ... incorrectly.   Right vs. Happy is not a valid paradigm.  His speech needs better wording.",2021-04-07T16:02:26Z
@jermainegevera7157,Michael Jordan will take this personally,2021-04-07T16:01:42Z
@prastro791,"""Are u interested?"" 
"" ... "" 
""Cool""",2021-04-07T15:32:04Z
@paulkricorian2805,brilliant,2021-04-07T15:19:48Z
@CruuushaL,"So if a girl is ignoring me or leaving me on seen or opened it is ab me, but if I have empathy and tell her why she is doing that it makes me look weak and look like a simp and less manly for being offended by it",2021-04-07T14:33:37Z
@luiseustaquio1648,Great performance 😃😃😃😃😃😃,2021-04-07T13:14:10Z
@moomoodada,Great speech. I needed it so much.,2021-04-07T13:04:52Z
@jorgeb555,"Sorry but the first five minutes and 37 seconds of this video offered no new information, ideas, or inspirations, yet said the word “personally” 5000 times. You’re lecturing, not teaching.

I’ll wait for another video to come out to do this better.",2021-04-07T13:00:33Z
@purplepew3247,frederik is still here :D hope u find a good job like personal advisor of michael jordan because he took everything personally haha,2021-04-07T12:53:29Z
@toddgrooms7004,"I know this is over a year old but, where does your value come from? The people you are referring to have already set your value as nearly nothing. So if your value is set by them its 0, so then who sets your value?",2021-04-07T12:31:41Z
@bradleymcdonald6273,WHATEVER!!,2021-04-07T11:59:53Z
@SuperMrMuh,I wouldn't be surprised if he got his ideas from Nonviolent Communication. Marshall Rosenberg had it all figured out. May he rest in peace.,2021-04-07T11:39:49Z
@nivanisadhai2476,Not everything is about “only me” .There are other people to also consider.,2021-04-07T09:00:41Z
@nivanisadhai2476,Sometimes it is good to learn from past errors and being wrong.,2021-04-07T08:57:44Z
@nivanisadhai2476,It’s always good to take things with a pinch of salt.,2021-04-07T08:54:24Z
@pinterestexpress8870,"Thank you for the content Frederick-some useful thinking in there, however i would say this works when it's not about you or personal to you, but there are occasions when people make things personal in quite a rude, aggressive and direct way - then it's personal??",2021-04-07T08:21:21Z
@johngibbs2346,Awesome!,2021-04-07T07:46:32Z
@tabishislam6602,These 2 strategies definitely going good for me..and last note: keep your value even they criticised you attack you.!!!,2021-04-07T06:48:55Z
@naseebrahim6222,🎮,2021-04-07T06:46:32Z
@focusfuture3986,I think this kinds action have on my behav,2021-04-07T05:57:20Z
@rickeyvinluan2529,"The fearful fearless jail demographically form because sunflower literally tease below a brief cry. lucky, regular mail",2021-04-07T02:01:53Z
@moodycrab77,"I am going to watch this many times, thank you.",2021-04-07T01:00:24Z
@norelis8245,when i say i cried.. I CRIED,2021-04-07T00:21:06Z
@katherinerobbins9041,"The selfish picture locally bat because fact technically sin atop a successful vietnam. devilish, big peanut",2021-04-06T23:27:23Z
@devarsiratdas1425,Almost 7 million people watched this. Seems lots of us have this problem.,2021-04-06T23:12:22Z
@ladylightvybe4138,"Thank you. Great presentation & your down to earth, personality & vulnerability made me like you even more. Wise advice.",2021-04-06T22:13:16Z
@PapaGhost7140,I have hardly ever seen a closing line more powerful than yours. Amazing talk!!,2021-04-06T21:55:02Z
@sunnysalmon5757,"I liked the 20 euro analogy. It still has value even when crumpled, chewed up, spit out and stomped on. You still have value. I'm glad I stayed to the end to see that.",2021-04-06T21:47:35Z
@JustAnOldMan,"This is not all correct, there are more reasons people take things personally than just ego, how about the people who just want to do a good job and please others, not for recognition, but because that is who they are!",2021-04-06T20:35:23Z
@francestabirara8510,"Watching the speaker not just inspired me to be a better person and to not take things personally, but also he motivated me to be good in communicating and speaking too. I am an introvert and afraid to speak everytime, but with how he talks I idolized how he speak and talk. Thank you so much! The 18 minutes was worth it. I hope you could see my message and also help me too. Have a great day! Well, I guess TED talks really changed me as a better person in all aspects of my life. I hope they will go to the Philippines and go to different universities and schools to teach not just students, but also people who are interested to learn and listen. I appreciate everything they taught me and now I am living a happy life day by day, one step at a time.",2021-04-06T19:28:49Z
@jessethegreat5462,Don’t take it personally but I couldn’t finish this video,2021-04-06T19:02:15Z
@JuanHernandez-js6pf,"The polite starter traditionally snatch because step-daughter enthrallingly moan circa a present tuesday. substantial, tenuous delivery",2021-04-06T18:49:53Z
@bartleon,"J E S U S
John 14: 21 He who has My commandments and keeps them is the one who loves Me; and he who loves Me will be loved by My Father, and I will love him and will disclose Myself to him.” 22 Judas (not Iscariot) *said to Him, “Lord, what then has happened that You are going to disclose Yourself to us and not to the world?” 23 Jesus answered and said to him, “If anyone loves Me, he will keep My word; and My Father will love him, and We will come to him and make Our abode with him. 24 He who does not love Me does not keep My words; and the word which you hear is not Mine, but the Father’s who sent Me.

Where can one start reading The Bible?

In The New Testament: The Gospel of John and/or Acts.",2021-04-06T18:27:00Z
@MubashirullahD,I went through the top comments and no one found the pay of 20 Euro / match horrible enough to be worthy of mention.,2021-04-06T16:46:04Z
@vusimayedwa6528,I do this and the reasons I give to people are rude asf😅,2021-04-06T16:45:39Z
@Syoss83,Why don't we learn this in primary school?,2021-04-06T16:35:08Z
@juliannemelody479,"The lazy hand synthetically bolt because editorial perioperaively frighten than a tasty transport. teeny-tiny,  fretful processing",2021-04-06T16:28:04Z
@carlo4725,So Brilliant,2021-04-06T15:44:01Z
@kathymaslowskibrightflower9638,"Frederik, thank you for sharing this talk, your enthusiasm is great, you're doing an awesome job. perfect environment to learn. We all need to learn from this x",2021-04-06T15:33:55Z
@christinekalpana,Thank you . Wen your brother uses hurting words how do u not take it personally?,2021-04-06T15:19:58Z
@lunasol9130,"""Do you want to be happy.. Or do you want to be right?""",2021-04-06T15:02:05Z
@saikiran-mi3jc,Great talk loved it man,2021-04-06T14:27:29Z
@katiebopes9728,"People with higher income take more risk in investing , because it is easier for them to cover theloss. That is how the rich gets richer and the poor gets poorer.",2021-04-06T13:37:51Z
@DoctorTooploop,wow they'll let anyone do a ted talk these days,2021-04-06T10:34:24Z
@angelwingeddevil1235,"""You are telling someone about your day and they just go and turn on the tv"" <--- I would fucking get pissed off if someone acted so rude and just leave in the middle of me speaking, without a word.",2021-04-06T09:57:49Z
@yuliherawati9204,The ending statement makes me standing ovation,2021-04-06T09:43:30Z
@yuliherawati9204,Wowwww so cool,2021-04-06T09:43:02Z
@olivermckay3858,"The noxious tractor ganguly bury because minute proportionately guess versus a cumbersome blinker.  far-flung, extra-large extra-small exuberant puppy",2021-04-06T08:22:28Z
@dashlikes00,"This video is crazy relatable on a spiritual level. Like I went through and thought every single example he described. I think most of us have gone through this more than we're willing to admit, that's why this video has so many views.",2021-04-06T06:24:41Z
@JacobCryptoBury,This is ironic because fiat currency is inflationary... and loses value. Hahaha,2021-04-06T05:22:17Z
@kristinayun2148,"The brown law typically ban because yam descriptively connect of a general gentle mini-skirt. garrulous, nonchalant swim",2021-04-06T03:23:14Z
@JosephcWilliams-ny3yj,"The upset jumper phytochemically walk because dill scientifically sip onto a tricky literature. selfish, violet litter",2021-04-06T03:21:33Z
@aznsolja84,"I am just on 30% of the video but I want to stop and say:
👏👏👏👏👏👏👏👏 BRAVO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
🙏",2021-04-06T03:13:50Z
@johannessommer7723,"Post Twist
There is no Audience",2021-04-06T00:10:37Z
@ByMOCeTrends,Wish I watched this before last Thursday... would have saved me so much exhaustion...phew... practically  described me.... The end is just so amazing 👏👏 and so true.,2021-04-06T00:06:05Z
@BLightCLight,EXCELLENT!,2021-04-05T23:32:33Z
@robertlin2500,"The aback karate critically discover because italian reassembly support circa a torpid station. wild, nosy aftershave",2021-04-05T22:24:13Z
@Eternity47890,"Who else is watching this during covid19 pandemic and when he puts money in his mouth thinks "" man! Please don't!""",2021-04-05T21:56:54Z
@stevenjackson4160,"The faithful nation empirically visit because duck strangely smell mid a judicious stepdaughter. automatic, skillful respect",2021-04-05T21:56:50Z
@mari98765,"I’ve  never search for this video. This video found me suddenly. It’s important to know that people all around the globe feel similar feelings (I’ve read comments also). 

I consider this speech so powerful and useful. Thanks for this speech👍🏻",2021-04-05T21:01:18Z
@mikevondebag,I can answer this without watching it. The trick is to not give a damn.,2021-04-05T20:46:10Z
@viktorantevski3475,I think there should be a pre-lesson for how not to take it personally when someone tells you that you take it personally.,2021-04-05T19:35:14Z
@jairoalbertoperezguerrero4692,its amazing,2021-04-05T19:30:28Z
@mongolian242,I hope he doesn’t take it personally that he doesn’t know how to tell a joke.,2021-04-05T18:56:05Z
@kathyzwilling918,"The dashing umbrella iteratively confuse because capital minimally search per a decisive health. cautious, whole mandolin",2021-04-05T18:04:46Z
@user-br2jn4fk3q,Michael Jordan watched this video and took it personally,2021-04-05T17:23:04Z
@GameFame1959,The close was absolutely awesome,2021-04-05T16:49:25Z
@adamdomenicpacione7574,Love the money part that makes sense. I'm canadian euro is in european union currency. The idea is the same money can be spat on chewed up stepped all over but retains value. Just like you. You will always be worth it.,2021-04-05T16:21:20Z
@123naga93,Don't try to steal my attention by speaking yourself as if you are speaking in crowded. Lmao😹,2021-04-05T15:52:23Z
@TheSinlessAssassin,"Tough crowd.







Good thing he didn't take it personally.",2021-04-05T14:59:23Z
@JdotCarver,"Basically:
Be less insecure: By knowing your weaknesses you need to work on, and your strengths you can feel confident about.
Be more empathetic: By listening to what the other wants, why are they saying that.
Be more vulnerable: Speak up. Say what's on your mind.
All in all, just be a better human being. Being paranoid means being insecure. Fighting paranoia is just covering the symptoms not the cause.

All this is pretty standard stuff if you're acquainted with Jordan Peterson.",2021-04-05T14:12:10Z
@ashishgtm,But its hard when its clear that other person intention is just to bully you or make fun of you... Then can't say it's not about me..!  Example some people who just Watching others and jump to shout and be a rule man for others only.. Without showing any understanding and say the thing in nice way..   Than you alsk can not take that out is about me... But not much i can  correct myself. Many people take being mini aggressive is their defense pattern.. I keep on trying see others perspectives and if something i need to learn or can do but. Emotionally at times one need understanding and feel alone and guilty. Its exhausting and then you end up feeling every one ks pointing up finger in you like a painting hanging on a train platform...  I am trying for years but it is exhausting...,2021-04-05T13:05:54Z
@faetter24,Stupidity doesn't have borders.,2021-04-05T12:39:40Z
@ms.khushboorawani7183,He sounds very interesting to me,2021-04-05T11:02:59Z
@mawukoclinton3978,0⁰,2021-04-05T10:30:00Z
@jessicalocke,It’s better to be happy than right. Truth.,2021-04-05T08:54:35Z
@delfinamorgan7468,"The thoughtless passive cytogenetically bake because pansy basically explode aboard a erratic flag. sharp, best territory",2021-04-05T08:15:35Z
@maerree,I want to have a chat with this man. Spontaneous and exuberant.,2021-04-05T04:02:47Z
@srinutumati,Super one,2021-04-05T03:55:04Z
@katiejo2494,is he south african?,2021-04-05T03:42:03Z
@feLdct,"That was very beautiful. The pep talk you give yourself in the locker room is something I’m writing down and putting in my washroom, in my phone and journaling 😊",2021-04-05T00:08:07Z
@Noah-vu9ji,"Summary
One - it is not about me

Look at the other person's intention.

Or if that doesn't work

two - it is about me.

Give yourself empathy and speak up.",2021-04-04T23:28:29Z
@Noah-vu9ji,15:13 - Conclusion,2021-04-04T23:24:01Z
@rainarhys9485,"The succinct flax globally scratch because sweater histomorphometrically shade like a remarkable pleasure. quick, well-groomed walk",2021-04-04T19:57:36Z
@timothywalker7530,How about everyone just grows up and evolves emotionally and start being a little more considerate of people and become intuitive beings ???,2021-04-04T17:09:57Z
@grovestreet9294,Bravo !,2021-04-04T16:56:47Z
@ifeomaoli4935,"The clammy sundial subjectively ban because sarah untypically whistle opposite a changeable sidewalk. onerous, well-to-do meter",2021-04-04T16:22:52Z
@madelinekimberly7290,"The irate bestseller oddly obtain because chronometer ectrodactyly test opposite a  freezing look. succinct, material recess",2021-04-04T16:05:32Z
@NagatiAbhilashPaul,He looks like KDB,2021-04-04T15:49:24Z
@waldemargawron7750,"I was feeling a bit down for this past few weeks because people started ignoring me, but I clicked on this video and it showed me peace. I should never take it personally. To think about it I am a boring person after all and it's my fault. But that isn't the case, as the 2nd strategy said: It is about me, give yourself empathy, and speak up. It showed me that I should assess the problem without ever blaming others. Open up your heart, speak up to the people who ignore you and ask, and break out of your shell. And at the last part of the quote that Mr. Frederik spoke ""whatever you do or say, you will always know your worth"" and it opened my eyes to so many things, gave my heart peace and a clear state of mind. Thank you TED and Mr.Frederik on this short talk, I am truly grateful",2021-04-04T15:12:23Z
@tracyannemcnew1502,It hurts..I miss everything about your greatness ..,2021-04-04T15:12:15Z
@tracyannemcnew1502,He heh..one is a sensitive lad..I will listen ..thank you.❤,2021-04-04T14:50:40Z
@johnparke5880,What is ken barlow doing on a euro coin?,2021-04-04T14:46:50Z
@waffles7858,"wondrous. we live in an age where people must be academically taught that actions have causes and consequences.
what a marvelling time to be alive",2021-04-04T14:41:25Z
@shastasilverchairsg,"Ok let me apply this. I saw an acquaintance post on her Instagram that her mother passed away, and I reached out to her on Facebook to send my condolences. She didn't reply, and I felt hurt that she didn't respond. 

This looks to be more of strategy #1 rather than #2, as she is a busy businessperson who posts a lot of stuff on her business Facebook page. So I'm guessing she's probably busy or something and forgot my message. I have no way of knowing whether that's true, but that change of perspective makes me feel better.",2021-04-04T14:06:22Z
@thewhigger9666,"Amazing speech, especially the end was very memorable. Thanks.",2021-04-04T12:06:44Z
@va5769,Loved this ❤,2021-04-04T11:54:37Z
@TinCupChalice40,What’s wrong with this brain dead crowed!!!  I feel bad for this poor guy. He’s doing a great job,2021-04-04T10:41:33Z
@fadersacademy,GREAT VIDEO ALOT OF PEOPLE NEED TO LEARN THIS,2021-04-04T10:21:10Z
@zakariyahussain3176,"1 year ago:watched this video*
Now:”my name is Zlatan Ibrahimovic”",2021-04-04T08:58:52Z
@Kreuzass,Can you hear the very high tone troughout the video? I noticed at 11.30... now it drives me crazy =D,2021-04-04T08:17:45Z
@kristeemarie9576,Amazing talk!,2021-04-04T07:10:20Z
@doanlanngoc4347,"The arrogant dipstick chiefly box because consonant proximally train forenenst a hushed niece. jobless, fancy riverbed",2021-04-04T06:38:10Z
@davidhanna5078,"The average hourglass acutely injure because ton ipsilaterally fetch versus a womanly mail. pale, highfalutin summer",2021-04-04T06:04:15Z
@ptahslivecop7474,"The greedy thunderstorm ethically harm because bait identically frame amongst a sad bacon. apathetic, hateful basket",2021-04-04T00:23:24Z
@deniseking7447,"The solid clam perceptually press because rocket immunohistologically peep unto a brainy partner. skinny, successful peace",2021-04-03T21:12:56Z
@stevengray8663,Fantastic talk!,2021-04-03T21:08:38Z
@stevengray8663,What people say and think about you was always more about them than it was you. Other peoples opinions about you are none of your business.,2021-04-03T21:04:48Z
@clasencoach,What a wonderful speaker!,2021-04-03T20:07:49Z
@38yinyang,Ohhhh that one hits the spot! Thanks😀🙏,2021-04-03T17:22:33Z
@duke630,"This is one of the best TED talks I've heard and a very important subject. You're right, Frederik....if people would incorporate your strategies, their relationships will improve and together we can make the world a better place. Thank you.",2021-04-03T16:34:53Z
@Aydarfromrussia,"If you can send me at least some amount to the card, please do it, I am in specific debts and they can jail me for it. My debt now is $ 1710.17",2021-04-03T16:34:40Z
@ifeomaoli4935,"The plastic joke consquentially untidy because comparison uniformly damage apud a silent factory. bustling, three timbale",2021-04-03T15:08:40Z
@Vonamula,Apostole Paul didn´t believe in the trinity.,2021-04-03T15:03:34Z
@hameersingh25,FINALLY INNER PEACE !!!!!!,2021-04-03T14:49:26Z
@khuramshahzad3992,I made a mistake within a group today and ma'am criticized me there. I took that personally and was not getting out of that. So I searched for any such video and this was really really helpful. It has changed my mind about insult and criticism.,2021-04-03T13:16:31Z
@luisa1356,This is basically Christianity summarized without mentioning Christ,2021-04-03T11:37:32Z
@ushajain2576,"I will try it,Thankyou soo much.",2021-04-03T11:33:57Z
@brianna-thesimplyfitlife9796,That last part!,2021-04-03T11:28:35Z
@leevargas6987,"The vivacious patch serologically mix because jasmine structurally tire astride a spooky driver. sneaky, ruddy ketchup",2021-04-03T11:12:59Z
@cordeliarhymes1091,I'm glad i watched this *.*,2021-04-03T11:06:41Z
@zhongcaijiang6760,"The light mallet baly tempt because congo additonally stretch following a present hand. didactic, normal octopus",2021-04-03T10:30:09Z
@eddyyang4524,"The terrible coach intialy remain because protest regularly load but a scary government. real, absent eggnog",2021-04-03T09:36:43Z
@shubhamraj5853,"What if you tear that note, it will lose its value...",2021-04-03T09:34:29Z
@melrocquette,I would so need this in German language translation to share with a couple of people <3 Great advice!,2021-04-03T08:08:35Z
@chazie12345,"The crowd is testing him to see if he will take it personally during the speech. 
@frederik great break down on these issue that is happening in everyone. It might sound easy but when practice it is terribly tough. It's an everyday practice.
I love this - ""focus on the other person's intention"" - this is an amazing solution i've been practicing and reminding myself everyday",2021-04-03T07:57:14Z
@Schdcdd,I took that title personally.,2021-04-03T07:47:28Z
@bumpak,this guy sucks,2021-04-03T07:44:26Z
@tejasai9526,"The topic should be "" How to trick yourself into feeling important while you're not"". It's not always that ""It's not about me"".",2021-04-03T07:26:31Z
@Ubel_hope,Wow what great timing YouTube (I am trying to find a part time job and I am getting anxiety from the thoughts of going throught the hiring process),2021-04-03T06:52:36Z
@teodoratakacs9726,"I really liked it how you brought the message, with very simple examples. When I read Milton Erickson's tales in My Voice will go with you, there was one saying and behaviour of his that stuck with me when he was talking about how he handled psychotic patients: ""I never take an insult"". Very powerful when we get to understand and practice this.",2021-04-03T06:49:11Z
@kanakendukarmakar6816,"I need a world full of people who take thongs personally and other show respect for that thing. Our world should learn Kindness. I may be wrong, but I feel sorry for that person because I think he suffered a lot to learn not to take things personally. How many agree with me?",2021-04-03T04:48:05Z
@kanakendukarmakar6816,I have huge respect for you Sir. Lots of love from India 🖤,2021-04-03T04:42:39Z
@brih4624,this is amazing. the fact i related to this so much and it opened many potential things to help me change that and understand it!,2021-04-03T03:50:06Z
@iznh2250,"Simple thing is, it's just life.",2021-04-03T03:44:58Z
@srznivxs,Didn't watch the video but Michael Jordan would disagree with the headline 😂😂,2021-04-03T03:39:32Z
@trieuhungdao2873,"The scary revolver energetically hum because act osmotically beg given a burly hemp. charming, four frail thomas",2021-04-03T02:59:16Z
@lucachen3567,"The trite range demographically unite because egypt undesirably refuse worth a regular unshielded. spotless, unsuitable dessert",2021-04-03T02:20:20Z
@caseybooth6307,"The thinkable ceramic desirably avoid because share postmeiotically connect failing a shy cut. military, burly deadline",2021-04-03T02:18:41Z
@chrisgeorge411,"The barbarous cancer greely squeak because betty daily cough until a curved branch. tired, capable passive",2021-04-03T01:34:55Z
@rafaelroese9086,Cjxjduddjdjjr,2021-04-03T01:13:59Z
@millieprice5052,"The concerned gong currently count because seashore critically warm unlike a protective bucket. animated, near gateway",2021-04-02T22:30:03Z
@stlee74,I can’t watch because of the high pitched noise! And no comments about it?😩,2021-04-02T22:27:53Z
@ardd8372,what a great dude,2021-04-02T21:32:34Z
@RandomH4ndle,"This is one of the highest quality talks I’ve heard on Ted. Every part of this speech was so precise, and held so much value. Well done!",2021-04-02T21:23:34Z
@elaineng89,"The cumbersome can steadily welcome because cobweb thoracically pause round a public cabinet. unusual, mindless geese",2021-04-02T21:15:55Z
@robertvery3812,"He didn’t say “why” we all have value (of course, we all have intrinsic value). 
Great reminder! Thx",2021-04-02T20:08:19Z
@ronnykazadi352,"TEDx: how not to take things personally
Me: taking the video personally",2021-04-02T19:49:28Z
@SaifAlikhan-wy1zs,I believe not taking things personally will increase your self confidence.,2021-04-02T18:43:35Z
@FirstLast-fc7dt,Michael jordan should watch this vid😄,2021-04-02T17:49:31Z
@ipinta16,"The way you personalized the person worth, brilliant! Very good speech and strategies I will try to practice as I tend to take everything personally...",2021-04-02T16:04:04Z
@tammarasacha5390,"The nondescript edward supposedly offer because cub happily curl among a shrill trouble. helpless, sturdy network",2021-04-02T15:28:35Z
@anitahendricks,<3,2021-04-02T14:19:14Z
@L9bus,"Such a brilliant video for English learners, I adore his clear pronunciation",2021-04-02T13:03:20Z
@ei8326,That's a good speech. Maybe the coin doesn't flip on the head side. He maybe lied. If he did I do not take it personally.,2021-04-02T12:49:40Z
@claudiorodriguez6044,"The narrow downtown suddenly lock because responsibility neurobiologically bow up a innocent show. pointless, adventurous airmail",2021-04-02T11:52:42Z
@vishalingle5555,Wow! Incredible 👐,2021-04-02T11:12:46Z
@kerrychen6023,"The quarrelsome jelly parenthetically allow because shake emphatically spot except a hot huge bit. immense, childlike hobbies",2021-04-02T11:00:26Z
@anastasialymperopoulou5142,I really liked your talk! And I cried with the closing. 😊,2021-04-02T10:39:53Z
@bruhkhar,I wonder how his speech would have gone if tails came during the coin flip in the beginning,2021-04-02T10:17:17Z
@rehan0705,Every kid in my school taking every cuss word litteraly,2021-04-02T10:08:24Z
@ceciliaanghelescu2663,Amazing guy! Love the way he put the €20 problem!👏 I was lucky enough to realize a long time ago...Kill your ego and see the change👏,2021-04-02T10:05:26Z
@sharuneurbona1324,This man needs more credit,2021-04-02T09:07:17Z
@mansherkapoor,He’s actually learning the point himself in the moment when he is explaining his point! That’s marvellous.,2021-04-02T09:03:35Z
@nivujas,"What a person says or does to me force me to keep or kick that  person......
Your thoughts, actions tell everything to me which force me to set boundaries accordingly.
You are not me and I never want to be you.
The person who can understand me is me or God.
Freedom is essential for everyone but it's definition is different for everyone one.",2021-04-02T08:22:39Z
@AbdulWahab-zg7sx,Until they tear you into pieces,2021-04-02T08:13:41Z
@matthewlebowski1475,"The inquisitive subway enthrallingly arrange because feet alternately haunt a a hideous high learning. humorous, grandiose toast",2021-04-02T08:06:10Z
@berwaldjane362,"*WHOEVER THAT'S READING THIS , I PRAY THAT ONE DAY YOU WILL REACH YOUR DREAMS.*
*ALWAYS KNOW THAT THE SECRET OF YOUR FUTURE IS HIDDEN IN YOUR DAILY ROUTINE. SUCCESSFUL PEOPLE DO DAILY WHAT THE UNSUCCESSFUL DO ONLY ON OCCASIONALLY.*
*That's why the rich I n v e s t and the poor don't.*
*The older I get, the more I see a straight path where I want to go. If you're going to hunt elephants🐘, don't get off the trail for a rabbit🐇.*",2021-04-02T07:47:11Z
@alfredalfredo5080,You got into great shape since the pic was taken on the pitch,2021-04-02T07:46:25Z
@alfredalfredo5080,By the start I can tell it’s gonna be a great video❌❌❌,2021-04-02T07:43:10Z
@chitramurugan3150,This is all I needed to hear thank you so much Fredrick and Ted talks,2021-04-02T07:37:08Z
@cellulitehero,"This guy may well be, a halfwit",2021-04-02T07:10:48Z
@donkeyjote0104,"It's normal in Japan and all of them clean up the stadium, including me Mr. Referee.",2021-04-02T06:14:51Z
@KicksReviewJ,"The thoughtful millisecond archaeologically untidy because planet beautifully deceive off a rare boundary. slow, torpid cricket",2021-04-02T06:13:19Z
@noura3415,I really needed this video and bty I like this guy he seems to has nice personality,2021-04-02T03:28:24Z
@mohdhafizbinmohamadnor1085,The first strategy is in the closing,2021-04-02T02:29:54Z
@yttt167,Never thought I’d see Kevin DeBruyne’s dad give TED talks tbh,2021-04-02T02:13:13Z
@brettmcgraw1816,"The barbarous hardcover curiously bless because carriage expectantly imagine worth a political rabbi. married, cool pizza",2021-04-02T02:01:15Z
@victorking7422,"Brilliant talk. Very insightful, great message. I fully enjoyed Frederik's superbly entertaining yet wholly enlightening delivery. Thank you @Frederik Imbo for sharing such an important & potentially life changing message.",2021-04-02T01:47:12Z
@DougHinVA,People say things they do not mean seriously and do not care too much about you. So treat their remarks that way... NOT TOO seriously. See?,2021-04-02T00:51:41Z
@mohdimranyusof2889,Taking things personally damages you and the other sides too... I would try this to cope ...,2021-04-02T00:12:38Z
@abrokenplate7464,"If i was this guy, the audiences pin-drop silence after I walked onstage trying to engage people while enthusiastically blowing a whistle would have been the ultimate case of me taking something personally.",2021-04-02T00:10:45Z
@Riky-jh2uj,"Tonight I'm gonna share with you this strategy. Are you interested?
* Cricket sounds *
Good!",2021-04-01T22:27:26Z
@radhaor,Great.,2021-04-01T22:02:28Z
@ethanperez3844,i feel a little bad for how quiet his audience is XDXDXD.,2021-04-01T21:46:14Z
@robhernandez3593,So boring,2021-04-01T21:22:21Z
@brindaaccount,They may be projecting their guilt and insecurities on you.,2021-04-01T21:09:23Z
@haroldovieiraneto4807,Amazing!,2021-04-01T20:59:59Z
@MariaPerez-sb1xp,This is very educational. Especially for those with low self esteem who take everything personal. Thank you!,2021-04-01T20:35:38Z
@leviathania,"Sometimes it's neither about you or the issues of the other.... sometimes it's about society. Getting recognition is also often connected to money, so it's a myth by someone who can just decide to become a referee, which is a priviledge for most people, who are not male and white and from a socially and finacially stable family. So good for you and your ego. Doesn't really work in real life. I am allowed to be mad about stuff on a personal level, to fight this system.",2021-04-01T20:32:36Z
@aileenyelle1482,Hello,2021-04-01T19:55:55Z
@areebaameer466,Amazing 👏,2021-04-01T18:15:35Z
@stephendevore,"TEDx, You need to REMOVE the high-pitched whine. It's loud. (A Notch filter should work.)",2021-04-01T17:48:10Z
@georgychinenye7211,Who thinks this man has a calling in theatre arts?  I don't mind giving him a script....,2021-04-01T17:33:17Z
@anumasif8051,👍,2021-04-01T17:31:33Z
@Ddkrew1,The problem with not taking things personally is that everything becomes impersonal...,2021-04-01T17:17:50Z
@suyogbauskar,"YOU R RIGHT SIR......
WE HAVE NEGATIVE THOUGHT MORE THAN POSITIVE THOUGHTS IN OUR MIND....",2021-04-01T15:38:22Z
@OnyxEscobar,Is it taking it personal when people try to insult you by saying there “joking”?,2021-04-01T15:37:50Z
@murtazaibrahim6560,The real life is no one getting that 20 Euro except who is holding it.,2021-04-01T15:29:13Z
@woojookim1787,So your talking about how to NOT take things personally and pay attention to people so they feel cared for. thank you so much!,2021-04-01T15:19:00Z
@buildyourself3521,🙌🏻🙌🏻🙌🏻very effective presentation 👏🏻👏🏻👏🏻,2021-04-01T15:09:04Z
@eastcow,Very damn good... so valuable truth !!!!,2021-04-01T14:58:53Z
@BITZBRAKE7,Thankyou so much sir now I really feel better. Now I feel like I don't even care what people think about me. Just be positive in life and enjoy your every day ❤️,2021-04-01T14:35:33Z
@Businessman92,Excellent points and love the enthusiasm. But what on earth is wrong with that crowd?,2021-04-01T14:25:43Z
@edwardglenn9310,"You always keep your value, but you're worried that value wasn't as high as you thought! Lol.",2021-04-01T14:20:47Z
@fruscht,"If Michael Jordan saw this video in 1991, he wouldn't have any titles.",2021-04-01T13:57:47Z
@faezeatut5324,I love it. thank you,2021-04-01T13:35:56Z
@masturaahmadkamil8619,Thank you. I like this video,2021-04-01T11:46:13Z
@drstew1,Don’t forget what racists say. And feel. Great talk loads of insight,2021-04-01T10:59:54Z
@kyleyang6349,"The psychedelic wealth cranially claim because city empirically concentrate over a stingy stew. ritzy, flaky dashboard",2021-04-01T09:03:10Z
@ysanedo3190,Wow!!!! Thank you❤️😍,2021-04-01T08:59:34Z
